JPM,J P Morgan Chase & Co,20190124,RPT-JPMorgan's private bank expands business in Mexico -regional CEO ,MEXICO CITY  Jan 23 JPMorgan Chase & Co's private bank is expanding in Mexico and elsewhere in Latin America  the unit's regional CEO  said on Wednesday  as wealth creation and political changes bolster the sector's prospects.,topStory
MS,Morgan Stanley,20190124,US shutdown "extremely negative" for IPO market-Morgan Stanley CEO ,Jan 24 Morgan Stanley Chief Executive Officer James Gorman said on Thursday it would be extremely negative for the initial public offering market if the United States government shutdown goes on much longer.,topStory
MS,Morgan Stanley,20190124,Aramco seeks advisers for SABIC debt financing: sources ,DUBAI Saudi Aramco is seeking advisers to arrange debt financing needed for the acquisition of a stake in Saudi Arabian Basic Industries Corp (SABIC)   banking sources familiar with the matter said on Thursday.,normal
JPM,J P Morgan Chase & Co,20190124,RPT-JPMorgan's private bank expands business in Mexico -regional CEO ,MEXICO CITY  Jan 23 JPMorgan Chase & Co's private bank is expanding in Mexico and elsewhere in Latin America  the unit's regional CEO  said on Wednesday  as wealth creation and political changes bolster the sector's prospects.,topStory
JPM,J P Morgan Chase & Co,20190123,JPMorgan's private bank expands business in Mexico: regional CEO ,MEXICO CITY JPMorgan Chase & Co's  private bank is expanding in Mexico and elsewhere in Latin America  the unit's regional CEO  said on Wednesday  as wealth creation and political changes bolster the sector's prospects.,topStory
JPM,J P Morgan Chase & Co,20190123,JPMorgan's private bank expands business in Mexico -regional CEO ,MEXICO CITY  Jan 23 JPMorgan Chase & Co's private bank is expanding in Mexico and elsewhere in Latin America  the unit's regional CEO  said on Wednesday  as wealth creation and political changes bolster the sector's prospects.,normal
JPM,J P Morgan Chase & Co,20190123,Dimon says U.S.  China could get "enough done" to extend deal deadline -CNBC ,Jan 23 JPMorgan Chase & Co Chief Executive Officer Jamie Dimon said on Wednesday the ongoing U.S-China trade war was serious  but expects the countries to get enough done to extend a March 1 trade deal deadline.,normal
JPM,J P Morgan Chase & Co,20190122,MIDEAST DEBT-Gulf gets boost as billions pour in before bond index entry ,DUBAI  Jan 22 Government bonds issued by Saudi Arabia and four other Gulf states are outperforming debt from other regions  on expectations their inclusion in JPMorgan’s bond indexes will pull in up to $40 billion in foreign investment.,topStory
JPM,J P Morgan Chase & Co,20190117,JPMorgan board raises Dimon's compensation to $31 million ,NEW YORK JPMorgan Chase & Co Chief Executive Jamie Dimon is receiving a 5 percent raise  bringing his total 2018 compensation to $31 million  the company said in a filing on Thursday.,topStory
JPM,J P Morgan Chase & Co,20190117,UPDATE 1-JPMorgan board raises Dimon's compensation to $31 million ,NEW YORK  Jan 17 JPMorgan Chase & Co Chief Executive Jamie Dimon is receiving a 5 percent raise  bringing his total 2018 compensation to $31 million  the company said in a filing on Thursday.,normal
JPM,J P Morgan Chase & Co,20190117,JPMorgan board raises Dimon's compensation to $31 million ,NEW YORK  Jan 17 JPMorgan Chase & Co CEO Jamie Dimon is receiving a 5 percent raise  bringing his total compensation for 2018 to $31 million  the company said in a filing on Thursday.,normal
JPM,J P Morgan Chase & Co,20190117,MOVES-JPMorgan Chase names new leadership  division in corporate investment bank ,NEW YORK  Jan 17 JPMorgan Chase & Co restructured some of its leadership roles and combined two of its payments businesses in its corporate and investment bank on Thursday  according to an internal memo viewed by Reuters.,normal
JPM,J P Morgan Chase & Co,20190117,Trading operations stung banks in fourth quarter but dovish Fed fuels hope ,Big trading operations were a thorn in the side of the top U.S. banks in the fourth quarter as fears about global growth sent credit markets into a tailspin  but a "dovish" turn from the Federal Reserve may mean the drama is over for now.,normal
JPM,J P Morgan Chase & Co,20190117,Saudi's NCB set to pick JPMorgan to advise on bank merger talks: sources ,RIYADH Saudi Arabia's biggest lender  National Commercial Bank   is set to pick JPMorgan  to advise on its merger talks with smaller rival Riyad Bank   several sources familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20190117,Saudi's NCB set to pick JPMorgan to advise on bank merger talks-sources ,RIYADH  Jan 17 Saudi Arabia's biggest lender  National Commercial Bank  is set to pick JPMorgan to advise on its merger talks with smaller rival Riyad Bank  several sources familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20190115,JPMorgan misses fourth-quarter profit estimates as bond trading slumps ,JPMorgan Chase & Co  missed profit estimates for the fourth quarter as a slump in bond trading revenue overpowered strong consumer loan growth and record revenues. | Video ,topStory
JPM,J P Morgan Chase & Co,20190115,UPDATE 5-JPMorgan misses 4th-qtr profit estimates as bond trading slumps ,Jan 15 JPMorgan Chase & Co missed profit estimates for the fourth quarter as a slump in bond trading revenue overpowered strong consumer loan growth and record revenues.,normal
JPM,J P Morgan Chase & Co,20190115,US STOCKS-Netflix boosts Wall St higher; bank earnings disappoint ,* Indexes gain: Dow 0.34 pct  S&P 0.71 pct  Nasdaq 1.20 pct (Changes comment  adds details  updates prices),normal
JPM,J P Morgan Chase & Co,20190115,US STOCKS-Netflix leads Wall St higher; bank earnings disappoint ,* Indexes gain: Dow 0.15 pct  S&P 0.55 pct  Nasdaq 1.04 pct (Updates to open),normal
JPM,J P Morgan Chase & Co,20190115,US STOCKS SNAPSHOT-S&P 500 opens flat as JPMorgan results weigh ,Jan 15 The S&P 500 opened little changed on Tuesday  as an early boost from hopes of more Chinese stimulus for the slowing economy faded following poor results from JPMorgan.,normal
JPM,J P Morgan Chase & Co,20190115,GLOBAL MARKETS-Stocks tripped by earnings angst  sterling huddled for Brexit vote ,LONDON  Jan 15 Spluttering noises from Germany and an earnings miss from banking giant JP Morgan dragged back stocks on Tuesday  while Britain's pound hovered near a two-month high ahead of a crucial parliamentary vote on Brexit.,normal
JPM,J P Morgan Chase & Co,20190115,US STOCKS-Futures flat as weak JPMorgan results offset China stimulus boost ,Jan 15 U.S. stock futures pointed to a flat start on Tuesday  with an early boost from hopes of more Chinese stimulus for the economy fading following poor results from JPMorgan.,normal
JPM,J P Morgan Chase & Co,20190115,JPMorgan profit rises 67 percent from a year earlier ,Jan 15 JPMorgan Chase & Co on Tuesday reported a 67 percent rise in fourth-quarter profit from a year ago  when it took a $2.4 billion charge due to an overhaul of the U.S. tax code.,normal
JPM,J P Morgan Chase & Co,20190112,Former banking executive Walter Shipley dead at 83: JPMorgan Chase ,Walter Shipley  a former banking executive credited with helping spur a series of mergers that led to the creation of JPMorgan Chase   has died at age 83  the company said on Saturday.,topStory
JPM,J P Morgan Chase & Co,20190112,Former banking executive Walter Shipley dead at 83 -JPMorgan Chase ,Jan 12 Walter Shipley  a former banking executive credited with helping spur a series of mergers that led to the creation of JPMorgan Chase  has died at age 83  the company said on Saturday.,normal
JPM,J P Morgan Chase & Co,20190111,UPDATE 1-Russia c.bank says issued warning to JPMorgan's subsidiary in Russia ,MOSCOW  Jan 11 The Russian central bank has issued a warning to J.P. Morgan Bank International over what the regulator said was a minor violation of Russian rules on countering money-laundering  a central bank document published late on Thursday showed.,topStory
JPM,J P Morgan Chase & Co,20190111,Russia c.bank says issued warning to JPMorgan's subsidiary in Russia ,MOSCOW  Jan 11 The Russian central bank has issued a warning to J.P. Morgan Bank International over what the regulator said was a minor violation of Russian rules on countering money-laundering  a central bank document published late on Thursday showed.,normal
JPM,J P Morgan Chase & Co,20190110,JPMorgan Chase boosting employee bonus pool 3 percent for 2018 ,LONDON/NEW YORK JPMorgan Chase & Co  is boosting its bonus pool by 3 percent for 2018 after its investment banking division topped charts throughout the year  people familiar with the matter told Reuters on Thursday.,topStory
JPM,J P Morgan Chase & Co,20190110,UPDATE 1-JPMorgan Chase boosting employee bonus pool 3 pct for 2018 ,LONDON/NEW YORK  Jan 10 JPMorgan Chase & Co is boosting its bonus pool by 3 percent for 2018 after its investment banking division topped charts throughout the year  people familiar with the matter told Reuters on Thursday.,normal
JPM,J P Morgan Chase & Co,20190110,JPMorgan Chase to increase employee bonus pool 3 percent -sources ,NEW YORK  Jan 10 JPMorgan Chase & Co will increase the pool for employee bonuses by 3 percent overall for 2018  according to sources familiar with the matter.,normal
JPM,J P Morgan Chase & Co,20190109,Highest number of emerging economies will raise rates this year since 2006: JP Morgan ,LONDON This year will see more emerging market countries raise interest rates than at any point since the pre-financial crisis uplands of 2006  analysts at JP Morgan predict.,topStory
JPM,J P Morgan Chase & Co,20190109,Highest number of emerging economies will raise rates this year since 2006 - JP Morgan ,LONDON  Jan 9 This year will see more emerging market countries raise interest rates than at any point since the pre-financial crisis uplands of 2006  analysts at JP Morgan predict.,normal
JPM,J P Morgan Chase & Co,20190108,BRIEF-Roche Holding AG Sees Mid Single Digit Group Sales Growth In 2018 ,* SEES MID SINGLE DIGIT GROUP SALES GROWTH IN 2018 - JP MORGAN CONF,topStory
JPM,J P Morgan Chase & Co,20190108,CORRECTED-(OFFICIAL)-MOVES-Legal and General Investment Management names Middle East distribution head ,Jan 8 European asset manager Legal and General Investment Management on Tuesday named Noareen Raja as its head of Middle East distribution  responsible for client relationships in the region.,normal
JPM,J P Morgan Chase & Co,20190102,MOVES-JPMorgan brings back China healthcare investment banker to boost coverage ,HONG KONG  Jan 2 JPMorgan Chase & Co has brought back Ling Zhang as the head of healthcare and technology investment banking in China to bolster its coverage of the sector  the U.S.-headquartered bank said in a statement on Wednesday.,topStory
JPM,J P Morgan Chase & Co,20181227,JPMorgan to pay more than $135 mln for improper handling of ADRs ,WASHINGTON JPMorgan Chase & Co will pay over $135 million to settle charges it mishandled so-called "pre-released" American Depositary Receipts (ADRS)  the Securities and Exchange Commission announced on Wednesday.,topStory
JPM,J P Morgan Chase & Co,20181226,JPMorgan to pay more than $135 million for improper handling of ADRs ,WASHINGTON JPMorgan Chase & Co  will pay over $135 million to settle charges it mishandled so-called "pre-released" American Depositary Receipts (ADRS)  the Securities and Exchange Commission announced on Wednesday.,topStory
JPM,J P Morgan Chase & Co,20181226,UPDATE 1-JPMorgan to pay more than $135 mln for improper handling of ADRs ,WASHINGTON  Dec 26 JPMorgan Chase & Co will pay over $135 million to settle charges it mishandled so-called "pre-released" American Depositary Receipts (ADRS)  the Securities and Exchange Commission announced on Wednesday.,normal
JPM,J P Morgan Chase & Co,20181226,JPMorgan to pay more than $135 mln for improper handling of ADRs ,WASHINGTON  Dec 26 JPMorgan Chase & Co will pay over $135 million to settle charges it mishandled so-called "pre-released" American Depositary Receipts (ADRS)  the Securities and Exchange Commission announced on Wednesday.,normal
JPM,J P Morgan Chase & Co,20181214,UPDATE 1-TP ICAP names ex-JPMorgan executive Berliand chairman ,Dec 14 Interdealer broker TP ICAP said on Friday former JPMorgan Chase executive Richard Berliand would join as chairman-designate early next year  taking over from Rupert Robson  who is set to retire after 12 years on the board.,topStory
JPM,J P Morgan Chase & Co,20181213,MOVES-JPMorgan names Lucianna Lorenzo as Brazil capital markets head ,SAO PAULO  Dec 13 JPMorgan Chase & Co named Lucianna Lorenzo as its new head of debt capital markets in Brazil  replacing Ricardo Leoni  the bank said in an internal statement on Thursday.,topStory
JPM,J P Morgan Chase & Co,20181204,JPMorgan CEO Dimon: Buybacks are for times when stock is cheap ,NEW YORK Jamie Dimon  chief executive of JPMorgan Chase & Co   on Tuesday said he favors using the bank's excess capital to reinvest in its business instead of buying back stock.,topStory
JPM,J P Morgan Chase & Co,20181204,UPDATE 1-JPMorgan CEO Dimon: Buybacks are for times when stock is cheap ,NEW YORK  Dec 4 Jamie Dimon  chief executive of JPMorgan Chase & Co  on Tuesday said he favors using the bank's excess capital to reinvest in its business instead of buying back stock.,normal
JPM,J P Morgan Chase & Co,20181204,JPMorgan CEO Dimon: Buybacks are for times when stock is cheap ,NEW YORK  Dec 4 Jamie Dimon  chief executive of JPMorgan Chase & Co  on Tuesday said he favors using the bank's excess capital to reinvest in its business instead of buying back stock.,normal
JPM,J P Morgan Chase & Co,20181129,More money for Madoff victims  nearly 10 years after his arrest ,NEW YORK  Nov 29 Victims of Bernard Madoff's Ponzi scheme will soon receive another $695.3 million from a government compensation fund  the U.S. Department of Justice announced on Thursday  less than two weeks before the 10th anniversary of the swindler's arrest.,normal
JPM,J P Morgan Chase & Co,20181125,UAE lender UNB hires JPMorgan for merger talks: sources ,ABU DHABI/DUBAI Abu Dhabi lender Union National Bank (UNB)  has hired JPMorgan  to advise on its merger talks with Abu Dhabi Commercial Bank (ADCB)   three sources familiar with the move said.,topStory
JPM,J P Morgan Chase & Co,20181125,UAE lender UNB hires JPMorgan for merger talks-sources ,ABU DHABI/DUBAI  Nov 25 Abu Dhabi lender Union National Bank (UNB) has hired JPMorgan to advise on its merger talks with Abu Dhabi Commercial Bank (ADCB)   three sources familiar with the move said.,normal
JPM,J P Morgan Chase & Co,20181123,Citigroup  JPMorgan to pay $182.5 million to settle rate-rigging lawsuit ,NEW YORK Citigroup Inc and JPMorgan Chase & Co will pay $182.5 million to settle U.S. investor litigation claiming they violated antitrust law by conspiring with other banks to rig a key European interest rate benchmark.,topStory
JPM,J P Morgan Chase & Co,20181123,Citigroup  JPMorgan to pay $182.5 mln to settle rate-rigging lawsuit ,NEW YORK  Nov 23 Citigroup Inc and JPMorgan Chase & Co will pay $182.5 million to settle U.S. investor litigation claiming they violated antitrust law by conspiring with other banks to rig a key European interest rate benchmark.,normal
JPM,J P Morgan Chase & Co,20181114,Berkshire invests in JPMorgan  Oracle as Buffett puts cash to work ,Warren Buffett's Berkshire Hathaway Inc deepened its commitment to the U.S. financial industry  announcing a $4.02 billion stake in JPMorgan Chase & Co and new investments in PNC Financial Services Group Inc and Travelers Companies Inc  plus a stake in Oracle Corp.,topStory
JPM,J P Morgan Chase & Co,20181114,UPDATE 3-Berkshire invests in JPMorgan  Oracle as Buffett puts cash to work ,Nov 14 Warren Buffett's Berkshire Hathaway Inc deepened its commitment to the U.S. financial industry  announcing a $4.02 billion stake in JPMorgan Chase & Co and new investments in PNC Financial Services Group Inc and Travelers Companies Inc  plus a stake in Oracle Corp .,normal
JPM,J P Morgan Chase & Co,20181114,Prominent managers loaded up on Apple before recent tumble ,NEW YORK Several prominent investors put fresh money to work in Apple  during the third quarter even as they sold out of other high-flying tech companies  betting the iPhone maker's stock would keep rising as strong growth overshadowed rising trade tensions between the United States and China.,normal
JPM,J P Morgan Chase & Co,20181114,Prominent managers loaded up on Apple before recent tumble ,NEW YORK  Nov 14 Several prominent investors put fresh money to work in Apple during the third quarter even as they sold out of other high-flying tech companies  betting the iPhone maker's stock would keep rising as strong growth overshadowed rising trade tensions between the United States and China.,normal
JPM,J P Morgan Chase & Co,20181114,Berkshire invests in JPMorgan  Oracle as Buffett puts cash to work ,Nov 14 Warren Buffett's Berkshire Hathaway Inc on Wednesday said it had taken stakes in JPMorgan Chase & Co  Oracle Corp and Travelers Cos  as the conglomerate puts some of its large cash hoard to work.,normal
JPM,J P Morgan Chase & Co,20181114,JPMorgan's co-head of metals to leave around end of the year ,LONDON Sid Tipples  joint head of JPMorgan's metals business  will leave the bank around the end of the year  four sources familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20181114,REFILE-MOVES-JPMorgan's co-head of metals to leave around end of the year ,LONDON  Nov 13 Sid Tipples  joint head of JPMorgan's metals business  will leave the bank around the end of the year  four sources familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20181113,MOVES- JPMorgan  Lending Works ,Nov 13 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
JPM,J P Morgan Chase & Co,20181112,Bank of France partners with JPMorgan to boost gold bullion services: sources ,LONDON The Bank of France has partnered with U.S. banking group JPMorgan  to expand its range of gold bullion services for central banks  sources familiar with the matter said on Monday.,topStory
JPM,J P Morgan Chase & Co,20181112,Bank of France partners with JPMorgan to boost gold bullion services-sources ,LONDON  Nov 12 The Bank of France has partnered with U.S. banking group JPMorgan to expand its range of gold bullion services for central banks  sources familiar with the matter said on Monday.,normal
JPM,J P Morgan Chase & Co,20181105,JPMorgan spreads its urban development money to Paris ,NEW YORK/PARIS JPMorgan Chase & Co   the biggest U.S. bank by assets  said on Sunday that it has selected impoverished areas around Paris as the first foreign focus of an urban economic  development strategy it started four years ago in Detroit.,topStory
JPM,J P Morgan Chase & Co,20181104,JPMorgan spreads its urban development money to Paris ,NEW YORK/PARIS  Nov 4 JPMorgan Chase & Co   the biggest U.S. bank by assets  said on Sunday that it has selected impoverished areas around Paris as the first foreign focus of an urban economic  development strategy it started four years ago in Detroit.,topStory
